Model,Accuracy,Precision,Recall,F1 Score
efficientvit_l2,0.9056603773584906,0.9140558201987278,0.8832263874586831,0.8891844876405567
efficientvit_l3,0.9048027444253859,0.8949974970536966,0.9001127163046592,0.8969436594656003
efficientvit_m1,0.9133790737564322,0.9083743426278411,0.897272757908934,0.9012306934877375
efficientvit_m2,0.9236706689536878,0.9173702323223325,0.9201631914270486,0.9173755009294525
efficientvit_m3,0.8953687821612349,0.890778485037894,0.8869025474525668,0.8882328874985864
efficientvit_m4,0.9193825042881647,0.9141754981621064,0.901951186878506,0.9053242250950357
efficientvit_m5,0.9228130360205832,0.9214775235903764,0.9041182086963024,0.9079782870760464
