Model,Accuracy,Precision,Recall,F1 Score
efficientvit_b1,0.9159519725557461,0.9180003903289714,0.888426437645052,0.8965269266366375
efficientvit_b2,0.8936535162950258,0.8930025211422056,0.9035554776544288,0.8890021597434323
efficientvit_b0,0.9193825042881647,0.9053570039371496,0.9071786969573422,0.9060737252960158
efficientvit_b2,0.91852487135506,0.9123869983477254,0.900251656965665,0.9047728646181206
efficientvit_b3,0.9099485420240138,0.8954086014399018,0.9031124770770331,0.8982491754009149
efficientvit_l1,0.9065180102915952,0.8944402172336622,0.8980289134474102,0.8954989485949635
